tool,id,status,outcome,outputBytes,outputSha256,errorCode
into-0.0.4-auto,a40dca3851c5e4f8,success,complete,164,687320cb423085bb247e35501be56ca3eb7d35cbd7c0478d566b457dc95d870b,
into-0.0.4-auto,ae1b996bf28adf83,success,complete,173,ea2d1d15127d24793415c6092db7f27ba49a4b0077d629c1afa546a8d032dc39,
into-0.0.4-auto,b98625a93f84a935,success,complete,162,735f6dfa17bc1ee6156964dbd7f584f0c42b128b9a5d2194e48824a8272799fa,
into-0.0.4-auto,e18f907fb8fe34d4,success,complete,164,687320cb423085bb247e35501be56ca3eb7d35cbd7c0478d566b457dc95d870b,
into-0.0.4-auto,e543a2722ff767dc,success,complete,162,ca6140807d830408e4a21711884d7e9f3134520858cc576075ad412af8e36fad,
into-0.0.4-auto,e7d647ad279d1eee,success,complete,187,f313e611049ad1b888b2c8daac3abc5390db342cc82b0ff86fce502929b658fc,
into-0.0.4-auto,eeef0db8302d0305,success,complete,169,07fb6a85f6d8b7707fa1cef0bee94b814b8cec76aed83d56a7ae20bd97b44580,
into-0.0.4-auto,fb94e413730ac99d,success,complete,173,5a851a8641129a1cf31b40c6254e66f7db9828d2d36d0c7714f2643783ed7a0b,
into-0.0.4-auto,0b3d5562d667ec2f,success,complete,223,a6e3645f2d256c305cb94463d7d573d1627d51f3e3998e99ec61b284b1c8ae86,
into-0.0.4-auto,12ab1a9051621e91,success,complete,272,45ed482b4ad5f6ccb3370eeb8d4ea3667cfeb20533477a9d6fd488bba69e2db8,
into-0.0.4-auto,1556de3d9ccee4f2,success,complete,235,1a1505de7f18468056d2e7f54c7b71cb8530257d1f169dd516fc50df72523a6f,
into-0.0.4-auto,159326c83d924cfc,success,complete,210,a643e74c92a02ec1d426ec6b9471f9cbe71f4ae21939ce3011e21d3fb4d7ca76,
into-0.0.4-auto,1fa831a3c9594446,success,complete,242,b49de3220c71d14bfa658e3a595381c0df2646d3620bbf4da2274b3a3f49698c,
into-0.0.4-auto,38041289ccfc0c20,success,complete,261,9e630205e69a1ea7f0dd2fac9beed836933405a2c3f0ff728dae037ff23ccd5d,
into-0.0.4-auto,50baec1e0003563f,success,complete,211,9e6f49b0cd615e0f8f0adba1a633a4a4da425c455509c37f5f01f639976fe877,
into-0.0.4-auto,51c3ecef3b0f46ad,success,complete,188,5f6fff9bc2bfaa036ea41c6262c3ac0cb7281a18516e6148db010c0931a3f0e1,
into-0.0.4-auto,5b2cfbd377e57ded,success,complete,218,52889a03da694f1ad410b9e0ee8dfc59dade2371abe6e46bcd7017b69fff7fdb,
into-0.0.4-auto,8e0bb774deb9d528,success,complete,186,defe6b69615d005196a642460be6c7756b452313ba111b04c8db28c85a063cff,
into-0.0.4-auto,987388e3d978a9ac,failed,failed,0,,malformed
into-0.0.4-auto,a969bd0a6b6153a3,success,complete,229,b67fe0424d56b25c16b6f1df6478dd42f5f8aed553b72642fc1b3ea4ff7f8daf,
into-0.0.4-auto,ab362a697b1a8e4b,success,complete,201,749237e5998e01e06b903f79808ae5e23e872f35ef0ff444bba12e0c25f2b0ea,
into-0.0.4-auto,cf90b0f3c44ea270,success,complete,198,a82198de9a865f146492c6ec9fd0e3e7a96699047cde7df2d682201246e1414d,
into-0.0.4-auto,d312b9deefaa5a06,failed,failed,0,,malformed
into-0.0.4-auto,fba850ad3d77cb22,success,complete,190,6bd3457946cf1b69091f7e50ffdd3a2b40249d2301a12f2cfdf2b02db690ddcc,
into-0.0.4-auto,04736b0023ec0dfb,success,complete,3040,2d0f47c460e7a39e824ae98844f35a7708841e4aef37aff4b5c43b04581dda74,
into-0.0.4-auto,0eca2420b6ffa5ab,success,complete,310,49bd52d8e11b665c4f63524d59ba334102cc598f7e7b5da5668e9492968a419d,
into-0.0.4-auto,173291fd6517780e,success,complete,268,367090dad2d05bd28616d9384105ad4f8eb444ec172b27a404526b02e319c7ce,
into-0.0.4-auto,2b8cc2aa8d4c4eb9,success,complete,241,23f56ea3b69d181cddbd2b1fe50cb7983169088116c1cb27705796709b10d4d2,
into-0.0.4-auto,3bfa3fe3c86d485e,success,complete,385,2aad11c5f210ee65b7f848cf92d2d5b0c317e877ce2c5d04629e8b0d205d15f9,
into-0.0.4-auto,408e74cb0f102cbc,success,complete,452,bb17e12ec4e44e5d119bff376ed667d0f577b6b18cf324f3ea0785918856d448,
into-0.0.4-auto,5ec8894e0cc5e90f,success,complete,5405,cdb6eb1eee8c1b8ebe6031be35b03503e696cb7c236988f15a211fb7b5823792,
into-0.0.4-auto,61c8953853fe471a,success,complete,342,adc3351ee4d06cccec82d74c5216d4940e1fc4c38802564b389f59fa817b6cae,
into-0.0.4-auto,78012c43b685ea09,success,complete,316,f6864d8728b9dc083e1535f2a5dcc9ed02ef08c4e65fca0ce9fe8a0b033d3322,
into-0.0.4-auto,a2e22f8f79210c37,success,complete,331,3736b2c760ff153e16bc50c1a709211d7046ef463951d7a27bd919f6e6d50de9,
into-0.0.4-auto,aa9107f831fd4c14,success,complete,363,fb4de02d30b700e7ea0bb8691d858534264962306c7677090f46b081f49f6da2,
into-0.0.4-auto,bbb11397866bd931,success,complete,356,931525da68a92f6fc7d7be58e450edb406748c67e73434ca0a2cef89e253a755,
into-0.0.4-auto,c2cd03b9ca858706,success,complete,303,345f1bdc947882a67bb462d3a6a5578f549e6d9b8dda0584be519047940e1e26,
into-0.0.4-auto,c74d42e1af9ef14c,success,complete,44606,e7c464af71b6b0caab6db970e18b669164ad69fcb0af28c36c270020c1cf0f1b,
into-0.0.4-auto,d69466d982a505ae,success,complete,294,e876156f4a0039bf52ae653e990143afe0dda9ebbc4351faae51730333e25ea3,
into-0.0.4-auto,e2a608d16a04d8dc,success,complete,378,822917ff6f47b9be7b2c10aa0a195a466ef913cb364e20a0a9e54d2e37abd0bc,
into-0.0.4-auto,269904aca2f8a5ce,failed,failed,0,,componentUnavailable
into-0.0.4-auto,3e0a0c3ae607bd1e,failed,failed,0,,componentUnavailable
into-0.0.4-auto,3ec908bf59695688,failed,failed,0,,componentUnavailable
into-0.0.4-auto,6f3d7f7b1d88547d,failed,failed,0,,componentUnavailable
into-0.0.4-auto,8c6855300ea086eb,failed,failed,0,,componentUnavailable
into-0.0.4-auto,9cebaa846b85d0f3,failed,failed,0,,componentUnavailable
into-0.0.4-auto,caac6f71a2c08f76,failed,failed,0,,componentUnavailable
into-0.0.4-auto,e81ecea9cffadfb8,failed,failed,0,,componentUnavailable
into-0.0.4-auto,4a99c1481f0358c0,success,degraded,2794,966097ff44b7510564e603b2417a61855d68bc7a7eaf05d755a8e7f08a2bd54b,markdown.rawHtmlPreservedAsCode
into-0.0.4-auto,5f77bd52cbceb737,success,degraded,320,33f4415793ca862ac2c24f5957488e79df5b798330c2ad664b3a44fa0923d10d,markdown.blockquotePreservedAsCode
into-0.0.4-auto,f2d6be5812f3aeac,success,degraded,222,1baa95bdb84fe2fea1368775fcd763980addfead20a34ff8f3afca253227f853,markdown.externalImagePreservedAsLink
into-0.0.4-auto,34ed25e977e68733,failed,failed,0,,componentUnavailable
into-0.0.4-auto,68f390fad3adee86,failed,failed,0,,componentUnavailable
into-0.0.4-auto,b9146939cacfa63c,failed,failed,0,,componentUnavailable
into-0.0.4-auto,175d7bcc04acbeb1,failed,failed,0,,componentUnavailable
into-0.0.4-auto,2b09a879dc8f2f9b,failed,failed,0,,componentUnavailable
into-0.0.4-auto,33fd15f6ad043636,failed,failed,0,,componentUnavailable
into-0.0.4-auto,36c89f1af3b50286,failed,failed,0,,componentUnavailable
into-0.0.4-auto,3d15eb937ef3cca8,failed,failed,0,,componentUnavailable
into-0.0.4-auto,532e9db175a61da9,failed,failed,0,,componentUnavailable
into-0.0.4-auto,5376d4c64df82947,failed,failed,0,,componentUnavailable
into-0.0.4-auto,6095e2ccf0c551db,failed,failed,0,,componentUnavailable
into-0.0.4-auto,62cd45368c1df089,failed,failed,0,,componentUnavailable
into-0.0.4-auto,be9fb8527c3f1b8c,failed,failed,0,,componentUnavailable
into-0.0.4-auto,d5e28963f239ba5d,failed,failed,0,,componentUnavailable
into-0.0.4-auto,dd354e7521cb19f1,failed,failed,0,,componentUnavailable
into-0.0.4-auto,deb198d807491691,failed,failed,0,,componentUnavailable
into-0.0.4-auto,e5a3865f8579d081,failed,failed,0,,componentUnavailable
into-0.0.4-auto,e76040547bb36d65,failed,failed,0,,componentUnavailable
into-0.0.4-auto,f61e60aa1fc35de5,failed,failed,0,,componentUnavailable
into-0.0.4-auto,0abc742d688631f0,failed,failed,0,,componentUnavailable
into-0.0.4-auto,275ddc29def849dd,failed,failed,0,,componentUnavailable
into-0.0.4-auto,404ed596f9eb3ac8,failed,failed,0,,componentUnavailable
into-0.0.4-auto,437d38b933c19d96,failed,failed,0,,componentUnavailable
into-0.0.4-auto,632e026a364583af,failed,failed,0,,componentUnavailable
into-0.0.4-auto,6caf9110fd767472,failed,failed,0,,componentUnavailable
into-0.0.4-auto,7b39b0fbaa7daca3,failed,failed,0,,componentUnavailable
into-0.0.4-auto,8d7424accd9a646f,failed,failed,0,,componentUnavailable
into-0.0.4-auto,e41a3c5aaf93d725,failed,failed,0,,componentUnavailable
into-0.0.4-auto,f7787e535054ff10,failed,failed,0,,componentUnavailable
into-0.0.4-auto,fd6df401253c014f,failed,failed,0,,componentUnavailable
into-0.0.4-auto,47842eceebc871f1,failed,failed,0,,componentUnavailable
into-0.0.4-auto,574761ad1d9784b2,failed,failed,0,,componentUnavailable
into-0.0.4-auto,57f24dc8574281ea,failed,failed,0,,componentUnavailable
into-0.0.4-auto,6e4e448cf7b1ccd6,failed,failed,0,,componentUnavailable
into-0.0.4-auto,7660588bb1024cfc,failed,failed,0,,componentUnavailable
into-0.0.4-auto,854836ec1ca1c42c,failed,failed,0,,componentUnavailable
into-0.0.4-auto,8d68273be6866ec9,failed,failed,0,,componentUnavailable
into-0.0.4-auto,e8298b32a92ea1dc,failed,failed,0,,componentUnavailable
into-0.0.4-auto,23197b0a377a3bf6,failed,failed,0,,componentUnavailable
into-0.0.4-auto,04adb6d7411cbd1a,success,degraded,308,924550a2c6d5b144bab4a0c6ee0e6d9eed56c052f841a67900ab6df1629946ec,rtf.unknownControlIgnored
into-0.0.4-auto,449f1cb9c8ce6eb2,success,degraded,146,e4d9d9896994a9d273f77a25ee2792e5f998ed2bf55eba8745cdc1ee4b83b315,rtf.unknownControlIgnored
into-0.0.4-auto,586972d5e00074b5,success,degraded,43,ad166b6f8522dcb647dc53a68a83f352d955736bf75e93fc7e782da6a139458b,html.metaCharsetIgnored
into-0.0.4-auto,62c770c587e9329f,success,degraded,2389,7a175337acbafa1f2b0b3ccb620fe7f04930626f9ca468835d4ecfc50494e8e3,rtf.unknownControlIgnored
into-0.0.4-auto,64c58639247a696f,success,degraded,83,7a58b2a0fe797301c99ad9b0d345d5ee1bf415649facb48ace413d5abd3a7df1,html.metaCharsetIgnored
into-0.0.4-auto,7b0eb4ec974c2d2b,success,degraded,1397,2151a53b39cc992ff223259648546f36ef8b329d1b15f8cc4152af56f12b965c,msg.cfb.storageMetadataIgnored
into-0.0.4-auto,89e22c91b1cdc8c1,success,degraded,60,d0d2ba16c5e0059983320f7eb7f7e05f17c803d96a79f76acf0881190618431d,msg.cfb.storageMetadataIgnored
into-0.0.4-auto,9bf5a11fd35cf229,success,degraded,43,ad166b6f8522dcb647dc53a68a83f352d955736bf75e93fc7e782da6a139458b,html.metaCharsetIgnored
into-0.0.4-auto,9f07fb879134c5ab,success,degraded,194,b140b9cd8c16c31d7366e4b6dd3ef45336365a0c423fd03baaddd8332113f1aa,rtf.unknownControlIgnored
into-0.0.4-auto,a4ee1f68b5f9be09,success,degraded,308,924550a2c6d5b144bab4a0c6ee0e6d9eed56c052f841a67900ab6df1629946ec,rtf.unknownControlIgnored
into-0.0.4-auto,a71ecd022bed1a26,success,degraded,146,e4d9d9896994a9d273f77a25ee2792e5f998ed2bf55eba8745cdc1ee4b83b315,rtf.unknownControlIgnored
into-0.0.4-auto,ab478a10437efb38,success,degraded,48,62edfdae351959011e0480170ca57e3e807cfdf5affb42308c209dae1e1418e5,msg.cfb.storageMetadataIgnored
into-0.0.4-auto,c9305683fff25ea9,success,degraded,4181,15c190a2bb1dc2d4233251bd99f633ee7c0735de7770071c55e74c06132f5a22,rtf.unknownControlIgnored
into-0.0.4-auto,cf29a5eecd069ffb,success,degraded,324,d1cdff46ee453966b172d4806d38161337b3d9bc7f417d8164a729e88cf30ef7,msg.cfb.storageMetadataIgnored
into-0.0.4-auto,e74abb0a90ae0095,success,degraded,63,fa8ef4f6371986b4a55a078586e7eb98209240f228d943f526d4ef89cdf26bb6,html.metaCharsetIgnored
into-0.0.4-auto,ec9c5618f66921ed,failed,failed,0,,malformed
into-0.0.4-auto,098fe1d9fbdd3a6e,success,degraded,699,f5675174b376067f1f4a05ac6843f5da747ba36800f30b55c35869119f7ab564,html.metaCharsetIgnored
into-0.0.4-auto,13f602edc13db104,success,degraded,330,82b98fb57c602b8c41999bb3ce7aad481eb9642b2cd97f944ab19a9e7a2bbee5,rtf.unknownControlIgnored
into-0.0.4-auto,251bc462e56bc5b3,success,degraded,1095,a5665b491079f68f19481ec2aa402beadf1970d0f5fa46804991bfbe7f119d85,rtf.unknownControlIgnored
into-0.0.4-auto,31ae9ccef5bd689b,failed,failed,0,,malformed
into-0.0.4-auto,3a6257db14e3411d,success,degraded,1464,9b3256b2fba7f053ec44f0ce69d3fab05ac5b9ca78b7f38aeacebfed32891da4,html.metaCharsetIgnored
into-0.0.4-auto,3e4ba38d5a4c4ab2,success,degraded,2965,479697e4e5b2dd9422593379fce8d68aa3182cd3e9819ab675910462a9793dc8,rtf.unknownControlIgnored
into-0.0.4-auto,46a4a780b0fc6459,success,degraded,308,e79ae6d211f53a267a0ea23f638a37b64d2915e76261b953446240c2e942d5cf,rtf.unknownControlIgnored
into-0.0.4-auto,4ef7f24fdb83f4d0,success,degraded,2956,c9078e12f3e89bb90b07b1efbd34171e244852d56181049a8b8e9b4ffc07054b,rtf.unknownControlIgnored
into-0.0.4-auto,676650ec265735c1,success,degraded,1023,cca065caed018a8acf116532815eec7813aaeb8d57eda95667dc2747c5e4963d,rtf.unknownControlIgnored
into-0.0.4-auto,71d2bda75c41a69a,success,degraded,1510,00dc7f0bc47aa3c27a1e4559d23e24f330c40e10ec3dda9c29720eb7dd4512bc,rtf.unknownControlIgnored
into-0.0.4-auto,813beb0c6177d071,success,degraded,1023,cca065caed018a8acf116532815eec7813aaeb8d57eda95667dc2747c5e4963d,rtf.unknownControlIgnored
into-0.0.4-auto,b5c6fcaa5700ea3c,failed,failed,0,,malformed
into-0.0.4-auto,c8a993126c6d3f1f,failed,failed,0,,malformed
into-0.0.4-auto,db9e5e59c86463c6,success,degraded,330,82b98fb57c602b8c41999bb3ce7aad481eb9642b2cd97f944ab19a9e7a2bbee5,rtf.unknownControlIgnored
into-0.0.4-auto,f13e78f20adea969,success,degraded,81,d702cbaaafe238d5a5ea1de446643683c64c0545edc423be5ff528086ac843e4,rtf.unknownControlIgnored
into-0.0.4-auto,f44cc9ba404624da,success,degraded,308,e79ae6d211f53a267a0ea23f638a37b64d2915e76261b953446240c2e942d5cf,rtf.unknownControlIgnored
into-0.0.4-auto,134e3409ac420734,success,degraded,363,6fdb5ea89525dcbe5f3a591a818181d977fcded1682920cacc659aae27c83e2a,rtf.unknownControlIgnored
into-0.0.4-auto,17d0c16728835edd,success,degraded,3196,54e82b669f437418d62e117b8310fe26253eaef7f95c8f01df945742a984777a,rtf.unknownControlIgnored
into-0.0.4-auto,352c7b33d4da872b,failed,failed,0,,malformed
into-0.0.4-auto,372c76469a39e5d8,success,degraded,1166,e47e62a2f7b80cb0a42a617be11f02b686ada4750f84d40c5e3f088051daba82,rtf.unknownControlIgnored
into-0.0.4-auto,573942445c1d9f43,success,degraded,2346,c3cec9f7f49a6116aabcf632b58493e53b7460bae162f95e2857aa4145463ccc,rtf.unknownControlIgnored
into-0.0.4-auto,68b17959dafc6e87,success,degraded,3196,54e82b669f437418d62e117b8310fe26253eaef7f95c8f01df945742a984777a,rtf.unknownControlIgnored
into-0.0.4-auto,82176eb26dc1598b,success,degraded,1985,56baf6b3642786e4ba53e9c20513c9c90521733a0f776e9d34c244998c9457fc,html.metaCharsetIgnored
into-0.0.4-auto,9b5d8015dd4f9f7b,success,degraded,6136,85e7e5743e5f5e4f5aa453a920bffad774671146778c52aa1354c9bf16282788,rtf.unknownControlIgnored
into-0.0.4-auto,a78ac1a71880602e,success,degraded,1166,e47e62a2f7b80cb0a42a617be11f02b686ada4750f84d40c5e3f088051daba82,rtf.unknownControlIgnored
into-0.0.4-auto,b92b07973d3a44d8,success,degraded,285,dc27c7f3242a9f6f43d4534198cebed7a003ad134b825de4f0093f7ed63b96ad,rtf.unknownControlIgnored
into-0.0.4-auto,c8d449ebaafa5879,success,degraded,363,6fdb5ea89525dcbe5f3a591a818181d977fcded1682920cacc659aae27c83e2a,rtf.unknownControlIgnored
into-0.0.4-auto,d774559d610a312d,success,degraded,1529,35e040f95174b2f354bc76890992a3f967d08ecfcea67a9e68da2c3acdcb7c0e,html.metaCharsetIgnored
into-0.0.4-auto,d91fe615b36955a5,success,degraded,1529,35e040f95174b2f354bc76890992a3f967d08ecfcea67a9e68da2c3acdcb7c0e,html.metaCharsetIgnored
into-0.0.4-auto,e8efe83f50cc48ba,success,degraded,1023,cca065caed018a8acf116532815eec7813aaeb8d57eda95667dc2747c5e4963d,rtf.unknownControlIgnored
into-0.0.4-auto,f54933417e613534,success,degraded,699,f5675174b376067f1f4a05ac6843f5da747ba36800f30b55c35869119f7ab564,html.metaCharsetIgnored
into-0.0.4-auto,ff2e82b5740baa9c,success,degraded,285,dc27c7f3242a9f6f43d4534198cebed7a003ad134b825de4f0093f7ed63b96ad,rtf.unknownControlIgnored
into-0.0.4-auto,1103b2a3a6fe57a2,success,degraded,1974,859ae759998a62d6d9c210181a8865d271ad4e4897a83d4ce06d763a12fb895f,html.metaCharsetIgnored
into-0.0.4-auto,243a62e4486ad27e,success,degraded,2804,fb732b4275583f748861b9ff03d986cd59aaa4acc389401f5fce601a3aef547e,html.metaCharsetIgnored
into-0.0.4-auto,6616d333832e4ee7,success,degraded,121523,d8b58b63819ed1d51fa7ef31be701dae9eb757a9ef5a5bb7263c08f509ff4dc5,msg.cfb.storageMetadataIgnored
into-0.0.4-auto,8adda5bf3f7b4d24,success,degraded,2346,c3cec9f7f49a6116aabcf632b58493e53b7460bae162f95e2857aa4145463ccc,rtf.unknownControlIgnored
into-0.0.4-auto,9a0ebe5ce35527b8,success,degraded,8200,f4403dab7985521f10ef4780bcd30bb4ae7acf02415a88f5ba5a1278e0f1ac4d,rtf.unknownControlIgnored
into-0.0.4-auto,c61c13bedbd442b2,success,degraded,14952,6bd424e4ab4bcebab9d57ef0ef972f820397d5518419e0823d5ce1fa0754f3fc,html.parseRecovered
into-0.0.4-auto,f3fc05fc10ef2c9e,success,degraded,8200,f4403dab7985521f10ef4780bcd30bb4ae7acf02415a88f5ba5a1278e0f1ac4d,rtf.unknownControlIgnored
into-0.0.4-auto,145fb824d1a1f51f,success,degraded,15316,738e816eb3f96f1c94aef90f4c841e82a82fae02b771ae602794c7f29db1f3ad,odf.layoutMetadata
into-0.0.4-auto,50407f5d1671a2cf,success,degraded,6709,47e6884ee3c565c7073c4371d2515ae5ce34b52c5d39d4562be1c86824a34795,odf.animationOmitted
into-0.0.4-auto,65e4cce03bc827c5,success,degraded,3032,06bd5ef40540064620f19a1577422011068c633ca3367d81ad84cbbb49e0dec0,odf.layoutMetadata
into-0.0.4-auto,98c6fab1dbf4ed82,success,degraded,10627,d28add46a71166a12c2e0b251d3f3acb810eefe922dc80265bc7d02834ed8f39,odf.layoutMetadata
into-0.0.4-auto,ab38b387fbfa81f2,success,degraded,40,8706d9d8e361d3657b57b2d1dda0cbae8a55fae12d723d8fc1a6ba8f5308a60b,odf.scriptsOmitted
into-0.0.4-auto,acfa7d0fe0eb3d81,success,degraded,6040,d2148c6320196ccef05bf65453a8a68a1668506305a543f9a2c39e3a329eca02,odf.layoutMetadata
into-0.0.4-auto,ba18df965bc84de5,success,degraded,57,7ee69167563acfef0a6c63a49ce9a1d99ebbf7b5f19be66fd1ebe3d845ffc44f,odf.layoutMetadata
into-0.0.4-auto,e1362d440dfcdb0c,success,degraded,34,3dd77444bcf995b8c682612bf9e88b60b862affd55f7d2bcdc7bc2ee12b086c5,odf.layoutMetadata
into-0.0.4-auto,ecb55268eeefb74b,failed,failed,0,,provider
into-0.0.4-auto,073dead538b3c716,success,degraded,98790,b856e4a64b740e34be49e9dc252de1e5013f372f9cd88b976e0ca12b1bd2b4bb,odf.emptyRowPadding
into-0.0.4-auto,4a59b3fdd466602e,success,degraded,17,f4358ec65cc864127b7fa4a65a11a2419e9cbeff647c0020bf5a1ceb1770931c,odf.scriptsOmitted
into-0.0.4-auto,58b5fb6931c72996,success,degraded,116,dbc953557a2717b9caf97e94aa49a57c8277fd240a539c9ff62dfd5e08f51316,odf.emptyRowPadding
into-0.0.4-auto,58fbb70fd0f05719,success,degraded,132,11fbfa28e0be720e56cf448ee36032ac8abc346b7316a8cb3a14b1f25217031e,odf.layoutMetadata
into-0.0.4-auto,6347c69b0f8277fa,success,degraded,2185,dba15ee025679638ac8805e137ade40f860c8ed0ef678b049fd5a641dba126ec,odf.emptyRowPadding
into-0.0.4-auto,6fb69c3e866eb390,success,degraded,155771,1d0f5406d20bf120b7b445983ade2e84ec1b99fc8bf3df5969dc53d4acf88cb4,odf.emptyRowPadding
into-0.0.4-auto,e6c1d9654e1d055f,success,degraded,1440,b8d2c542111ad7991b8810d5e2baba599fac327b0d547f17210bbc8eaba5565a,odf.emptyRowPadding
into-0.0.4-auto,0d5a5b396cc028b6,success,degraded,10,66d5b2cc06203137f8a0e9714638dc1085c57a3f1fa26c8823ae5cf89ab26488,odf.optionalPartMissing
into-0.0.4-auto,0dc95945180903d4,success,degraded,72,687f66dcd496703f6c8f420f56eb2cb59257f854512b62ef8786078767f59bc5,odf.scriptsOmitted
into-0.0.4-auto,1ad622cb39cc21ea,success,degraded,128,7e71552026b302cba8e9655ce3eca6afc0e8df9463efbb1c8189c6c266394541,odf.layoutMetadata
into-0.0.4-auto,217d2b1ffd106e9a,success,degraded,274,60bb5ff763d6bfe5ea65155fb0ce2c9b67c372fe3bcecaf14afeba26755ce78b,odf.layoutMetadata
into-0.0.4-auto,45222257e6314b1a,success,degraded,921,82a6302435c0cfaf7442d3daa4faa0a3c921cbdc332b5391850cec2932aaf233,odf.trackedChanges
into-0.0.4-auto,7a2b72caadd48d07,success,degraded,8414,0e58015fc7ad7c0104b774361d64599068c3091f05557bfe232972c137464a66,odf.layoutMetadata
into-0.0.4-auto,7be8978dfdaa56f5,success,degraded,1671,05785f54f0fb0c26ac23a30efc3fba9455be2f3fc39a58d700072d2dcee59441,odf.noncanonicalMimetype
into-0.0.4-auto,806b32ea62fc1e36,success,degraded,82,21998d41e1789b32a6ed6298612c83e51f500d658601e2bcb0c2e7327dad6034,odf.layoutMetadata
into-0.0.4-auto,81a443dc1f3bee36,success,degraded,193,f5d5e660a4b22bc70162aee99063a932da4cad3feb43180f0a797a4fbecb02a0,odf.layoutMetadata
into-0.0.4-auto,97711298081b84b8,success,degraded,1418,bbfc56dd8cae1a6b4430ce6be45d4abd4348bab2aae58755568de4f7ea5fb24a,odf.layoutMetadata
into-0.0.4-auto,a09e2be785d8f967,success,degraded,28,ec1963b8e54818f8c0af05a3d3e85d9ca0e8c3f7d2605ba244f072582bffba9c,odf.layoutMetadata
into-0.0.4-auto,b11f45fe8bb9ac81,failed,failed,0,,malformed
into-0.0.4-auto,bb279d979265478b,success,degraded,67,a7c6058defa7c063d3a5e04d2c46da89fac98ffd6e5a1807f973fef8001fd961,odf.layoutMetadata
into-0.0.4-auto,c1165236eca13e0d,success,degraded,53,f9e2267dd931500ac7de095c8492081aafffbeb272747b86347813703d4c66e0,odf.layoutMetadata
into-0.0.4-auto,f5c198bf3a24d952,success,degraded,440,a7c3a26029a399b262a8a0ae287d37da079fc6d89999803060c8d267d7996b7a,odf.layoutMetadata
into-0.0.4-auto,f8427769249133f7,failed,failed,0,,encrypted
into-0.0.4-auto,18dee4c0884fad06,failed,failed,0,,malformed
into-0.0.4-auto,21d30cf2e9dfbb1c,success,degraded,2026430,a561e2dc5326541a5ee398e237f1c9bbc8670abe69423c703afc5900b606909f,odf.cachedField
into-0.0.4-auto,6669c73eb9fe0c5d,success,degraded,572609,6d4f53a3cd635e954b1920b58b12a6a41dd2fd45374d33523a6ff0c8f8bab709,odf.formsOmitted
into-0.0.4-auto,cb663ec639b49e30,success,degraded,73671,6f9756ba736be2e6c53f0c1615444607f1d987c824bcbab7844710be2cfa8e32,odf.cachedField
into-0.0.4-auto,17093e2d1d5da9a4,failed,failed,0,,componentUnavailable
into-0.0.4-auto,43f535294436b29f,failed,failed,0,,componentUnavailable
into-0.0.4-auto,a584e497ef5439c3,failed,failed,0,,componentUnavailable
into-0.0.4-auto,f1f15471c7ee0d6b,failed,failed,0,,componentUnavailable
into-0.0.4-auto,081d05b000cac671,success,complete,47,3205616413cee36347035e6d551f386e627818da682886c80c1d9f8d299621fc,
into-0.0.4-auto,28ca25cd65ed8ec5,success,complete,48,9f50a0258588142de8c98f6f3284eb3de986fece03ba70bd79ef5d239c1f7686,
into-0.0.4-auto,429830f4a85f58cf,success,complete,35,10eac1867f2470ac7068ef1053f461d837cd6cb25c9f023bd27aa067ccdb8812,
into-0.0.4-auto,499ae4e48def780e,success,complete,35,10eac1867f2470ac7068ef1053f461d837cd6cb25c9f023bd27aa067ccdb8812,
into-0.0.4-auto,4e86645d096b716c,success,complete,94,2c67604f7abdf367513839e3a8e27ffffd6e29ace560ff355f50430cbaf96df3,
into-0.0.4-auto,5576c6241822c9f0,success,complete,76,cff103779f2e02879d951b34494e95870e5c4aa15979394d54898b3156dd70b8,
into-0.0.4-auto,57caee6c9484812f,success,complete,48,9f50a0258588142de8c98f6f3284eb3de986fece03ba70bd79ef5d239c1f7686,
into-0.0.4-auto,6d73348685bc570c,success,complete,35,10eac1867f2470ac7068ef1053f461d837cd6cb25c9f023bd27aa067ccdb8812,
into-0.0.4-auto,74c189fe0701b504,success,complete,35,10eac1867f2470ac7068ef1053f461d837cd6cb25c9f023bd27aa067ccdb8812,
into-0.0.4-auto,836b7cf1a3fcc07b,success,complete,48,9f50a0258588142de8c98f6f3284eb3de986fece03ba70bd79ef5d239c1f7686,
into-0.0.4-auto,90259fe09b7f7972,success,complete,35,10eac1867f2470ac7068ef1053f461d837cd6cb25c9f023bd27aa067ccdb8812,
into-0.0.4-auto,ae00d1dceae067f9,failed,failed,0,,noConverter
into-0.0.4-auto,b4ee8cb7268d4fe5,success,degraded,133,653868fa3097586feccdaf1312788eae6eb399cd4fdd8d424dda2697f4a3e789,pdf.linkOmitted
into-0.0.4-auto,c22c894b9ce7b582,failed,failed,0,,encrypted
into-0.0.4-auto,edbd94fb9d95fb63,success,complete,66,7b01ae14420448db879f3779f0d3768f16b6e7333dbaf875b39df85247a1a065,
into-0.0.4-auto,fd4834e2182566ee,failed,failed,0,,encrypted
into-0.0.4-auto,1e1a7a8ae4aec208,success,complete,35,10eac1867f2470ac7068ef1053f461d837cd6cb25c9f023bd27aa067ccdb8812,
into-0.0.4-auto,271b372a78519536,success,complete,35,10eac1867f2470ac7068ef1053f461d837cd6cb25c9f023bd27aa067ccdb8812,
into-0.0.4-auto,34882c1bb047485c,success,complete,62,fb5d38d36c6d2ff7ac0230059d98c9f7ee61496c687022c73744ac42da05f5f4,
